serial_id,name,color,amount_color,amount_color_bland,biggest_item,amount_biggest_item,x_code,report_date
252,Harrison-Trevino Technologies,lime,951.60,505.51,Toy,54.24,a0722689,1962/10
253,Hicks Inc Experiences,yellow,81.20,23.30,Fruit,34.71,760669cd,1999/06
254,"Wallace, Bailey and Johnson Bandwidth",purple,806.61,500.53,Toy,48.68,168c8dc9,1995/03
255,Torres-Dunn Vortals,white,525.54,26.19,Jewelry,55.48,68332af8,1972/11
256,Taylor PLC Band with,blue,197.24,133.14,Toy,24.27,26f03666,1957/12
257,Adkins-Brown Methodologies,yellow,103.04,86.33,Toy,43.90,afad3840,1996/03
258,Cole Inc Relationships,white,187.09,52.06,Umbrella,15.26,3faa14c2,1991/05
259,Mills-Hayes Channels,white,192.84,119.27,Umbrella,8.31,fc71551c,1974/10
260,Ray-Long Mindshare,aqua,798.73,712.58,Bead,43.07,ae962ab4,2007/12
261,"Martinez, Garrett and Reed Action-items",fuchsia,547.38,300.53,Fruit,8.08,b3d52335,1978/03
262,"Morris, Harvey and Anderson Relationships",maroon,554.44,359.29,Fruit,27.40,88e90ce5,2002/10
263,Anderson Ltd Relationships,gray,623.40,273.72,Jewelry,47.71,f4980302,1942/12
264,Crosby Inc Initiatives,green,186.23,96.28,Fruit,34.83,9eebdf2c,2000/08
265,Andrews LLC Info-mediaries,purple,"1,084.93",657.67,Jewelry,13.98,c9f9ff48,1960/07
266,Crawford-Schultz Solutions,teal,"1,125.22",437.16,Toy,57.54,b8174d10,1994/09
267,Williams-Farrell Users,aqua,282.27,161.64,Coffee Mug,18.86,8771339e,1955/04
268,"Owen, Love and Edwards Models",black,251.12,122.72,Jewelry,47.62,2d88a3af,1978/12
269,"Powell, Miller and Henderson Methodologies",black,219.00,129.58,Fruit,25.17,63492d70,1957/11
270,Morris PLC Convergence,fuchsia,184.28,147.55,Fruit,55.35,a413957c,1964/08
271,"Price, Smith and Smith Portals",lime,395.83,258.24,Umbrella,7.24,90448442,1950/04
272,Diaz-Fowler Bandwidth,purple,189.26,125.50,Jewelry,19.02,7b786406,1973/01
273,"Johnson, Nelson and Parker E-business",black,237.64,124.85,Basket,16.31,298e65d9,1998/07
274,"Roberts, Wilson and Patton Info-mediaries",gray,406.82,84.43,Jewelry,25.22,0f5e331b,1972/04
275,Clark Group Technologies,silver,599.98,440.83,Toy,15.84,cf416893,1957/01
276,"Contreras, King and Reed E-commerce",black,282.87,128.17,Toy,34.60,ed503a0c,2007/05
277,"Holland, Mcguire and Hayes Supply-chains",gray,150.56,33.77,Fruit,10.07,fe742c76,1957/10
278,Castillo-Martinez Schemas,aqua,747.29,199.26,Fruit,23.89,08c350e3,1940/02
279,Bradford PLC Convergence,olive,734.86,302.85,Toy,5.12,3c3b7d09,1943/12
280,"Wood, Silva and Brooks Supply-chains",fuchsia,"1,277.49",885.78,Basket,22.43,1a21d100,1947/04
281,Hawkins-Schwartz Deliverables,white,375.46,156.10,Toy,11.32,09b499cd,1947/01
282,Thompson-Kirby E-services,navy,172.07,38.70,Toy,54.72,d46afde6,1947/10
283,Barnett PLC Functionalities,purple,499.85,409.27,Bead,59.78,102f7062,1960/12
284,"Fields, Hobbs and Sheppard Roi",fuchsia,251.94,80.63,Jewelry,33.16,fe2da612,1971/05
285,"Larson, Campos and Martinez Functionalities",aqua,411.02,155.09,Toy,2.32,c4925d67,1993/11
286,"Johnson, Myers and Hanna Systems",navy,542.75,333.43,Jewelry,46.96,e041c5b7,2001/03
287,"Glover, Smith and Evans E-commerce",green,545.94,273.10,Fruit,28.29,6453fb9c,1955/06
288,Jones-Harris Vortals,white,465.22,328.37,Jewelry,1.55,18366b73,1957/06
289,Price-Casey Metrics,green,398.10,319.56,Umbrella,44.38,4a865fe0,1951/08
290,Clements Ltd Supply-chains,purple,473.59,267.91,Basket,35.33,0ff9c083,1983/10
291,Monroe Ltd Synergies,purple,385.37,188.93,Jewelry,19.27,97c0a44c,1941/04
292,Sullivan-Benitez Action-items,purple,297.46,130.51,Toy,55.51,b5de6a99,1953/09
293,Mcpherson LLC Niches,gray,631.55,310.42,Jewelry,39.31,72d5007d,2004/05
294,Edwards-Curry Architectures,navy,95.93,2.69,Fruit,2.09,bdb8ac8d,1968/02
295,"Marshall, Herrera and Mills Channels",maroon,341.57,221.79,Basket,36.96,cd51b127,1947/02
296,Vargas-Richardson Synergies,blue,876.08,339.78,Toy,50.51,16a4b2d7,1988/07
297,Williams Ltd Eyeballs,green,560.03,343.74,Jewelry,27.39,9750808c,1970/08
298,Jackson and Sons Relationships,navy,390.06,284.76,Bead,40.35,f21aab7a,1992/08
299,Thompson Inc Niches,green,86.54,45.80,Basket,17.00,e1376237,1947/03
300,"Gonzalez, Cruz and Gutierrez Models",lime,416.46,192.06,Jewelry,33.40,bf27ff60,1984/03
301,Smith Group Metrics,aqua,277.98,138.18,Jewelry,43.35,e28e8f1d,1985/04
302,Bishop-Rasmussen Portals,gray,130.95,87.50,Jewelry,61.11,1df2c6d8,2001/12
303,"Baker, Valenzuela and Miranda Infrastructures",green,584.34,384.52,Fruit,39.23,ea270a18,1987/05
304,"Nicholson, Durham and Henderson Roi",gray,350.71,204.40,Fruit,49.55,af2e8175,1988/11
305,"Stephens, Carter and Evans E-markets",white,498.62,391.70,Fruit,20.25,80936080,1971/04
306,"Fuentes, Martinez and Sanders Relationships",olive,172.16,125.57,Basket,35.67,3a29494e,1958/01
307,"Smith, Quinn and Nichols Web-readiness",fuchsia,232.01,120.34,Umbrella,47.43,a1c45149,2007/09
308,Byrd-Rose E-business,olive,640.38,539.73,Toy,12.55,3b660833,1969/09
309,Hardy PLC E-commerce,navy,167.70,57.20,Umbrella,1.56,f34dd7b9,1958/10
310,Wilkins LLC Technologies,maroon,496.67,448.57,Jewelry,28.74,78093c2b,1966/02
311,Cooper-Reynolds Convergence,olive,604.65,386.73,Jewelry,52.72,c9f45407,1949/02
312,"Butler, Duncan and Schroeder Channels",navy,648.13,259.89,Fruit,29.60,8520e591,2004/03
313,Thomas-Rodgers Metrics,aqua,250.26,195.67,Basket,40.16,c67d0dbe,1987/06
314,Kelly Inc Paradigms,lime,784.87,59.75,Jewelry,47.36,aad3a36b,1998/01
315,Moore-Tucker Metrics,lime,507.62,136.92,Coffee Mug,12.79,0963bae5,1958/09
316,Rodgers Ltd Info-mediaries,gray,232.06,158.11,Paint,28.72,74439b8e,2000/01
317,Oconnor-Alvarez Roi,aqua,101.00,3.01,Jewelry,5.58,92b5c4b9,1962/08
318,Sawyer and Sons Action-items,black,191.91,154.62,Bead,47.88,4e2162a4,1990/03
319,Scott-Ballard Services,white,610.80,240.58,Jewelry,57.46,03e3dbae,1980/06
320,Ramirez PLC Web-readiness,yellow,621.75,321.97,Toy,47.63,6a851707,1945/09
321,"Larson, Shaw and Patterson Interfaces",navy,88.79,52.58,Umbrella,2.06,0b10c8d6,1973/10
322,"Dominguez, Hall and Mason Applications",fuchsia,157.49,47.95,Jewelry,50.23,5fad05b9,1939/04
323,Vega Ltd Infrastructures,white,644.31,293.42,Basket,62.86,0f4694e0,1992/09
324,Gill Inc Mindshare,gray,205.87,67.69,Jewelry,46.47,cddc0212,1978/01
325,"Wright, Olson and Pope Markets",olive,569.93,106.12,Toy,45.53,5442f439,1965/01
326,"Love, Nelson and Cannon Infrastructures",maroon,160.62,48.27,Toy,63.36,c6c4f243,1946/04
327,"Sanders, Jackson and Cole Vortals",olive,869.35,522.72,Jewelry,51.66,1ac6f48f,1995/08
328,"Kelly, English and Lewis Convergence",green,732.22,667.28,Jewelry,27.91,d1bfe482,1956/07
329,"Massey, Gonzalez and Pierce E-business",aqua,376.94,137.18,Fruit,34.96,c5d4792d,1966/02
330,Smith LLC Functionalities,lime,622.14,250.41,Toy,63.61,248d4f7f,2007/09
331,Walters PLC Initiatives,fuchsia,754.02,300.81,Toy,22.92,a2310a31,1977/08
332,"Brown, Williams and Rosario Channels",gray,531.27,157.60,Jewelry,17.98,5c4b22d8,1977/07
333,Sherman Group Niches,lime,278.04,131.89,Toy,57.70,cf4c5b1e,1985/05
334,Wright-Roth Initiatives,green,934.07,501.17,Toy,56.26,6b0ca8ef,1992/01
335,Dillon Inc Platforms,purple,437.54,242.46,Toy,55.77,88bbab6a,1991/07
336,Norris and Sons Partnerships,blue,310.29,196.57,Bead,46.33,91c427ea,1983/12
337,Kaufman-Hill Vortals,black,70.99,34.81,Paint,55.27,4be9296b,1973/07
338,Valenzuela PLC Architectures,white,22.70,7.55,Toy,22.14,115ffa5e,1953/01
339,"Page, Donovan and Armstrong Platforms",fuchsia,943.88,358.21,Umbrella,28.23,66a31af5,1961/04
340,Scott Inc Mindshare,aqua,658.32,348.38,Jewelry,6.27,ef135ccc,1978/03
341,"Frazier, Douglas and Pope Networks",black,328.59,170.88,Jewelry,34.71,ca119006,1945/07
342,Hobbs-Davis Applications,purple,451.67,286.85,Fruit,45.05,fbe9ba87,1966/04
343,Crawford-Schultz Solutions,gray,335.57,129.46,Umbrella,52.00,d91b961e,1956/07
344,Collins-Stewart Bandwidth,yellow,498.83,310.89,Bead,56.09,3d8a0309,1987/06
345,"Taylor, Phillips and Cunningham Architectures",silver,799.26,560.39,Toy,7.48,1cdd65a3,1997/09
346,Colon-Snyder Partnerships,white,510.58,313.52,Bead,26.36,25240155,1946/12
347,Maldonado-Wise Interfaces,yellow,887.62,832.82,Toy,30.97,b8835044,2005/04
348,Smith-Burton Web-readiness,lime,167.88,95.39,Jewelry,41.96,79d6a1a7,1975/05
349,Duke PLC Eyeballs,lime,184.78,83.14,Jewelry,53.34,eb3b7a34,2001/10
350,"George, Evans and Holt E-commerce",silver,308.29,171.51,Jewelry,56.89,3913d066,1955/09
351,"Craig, Fletcher and Huber Content",gray,"1,041.61",413.48,Umbrella,59.70,842fc2ea,1960/03
352,Olson-Perez Portals,fuchsia,485.20,197.22,Fruit,15.18,734eaa92,1966/12
353,Miller-Short Web-readiness,gray,396.01,186.24,Bead,34.96,ed23eb0d,1987/02
354,Kennedy Inc Metrics,lime,400.10,126.61,Jewelry,38.10,f1948eeb,1982/08
355,"Mora, Austin and Stewart Systems",black,768.68,748.95,Jewelry,36.14,35977f7f,1982/09
356,Warren Inc Portals,fuchsia,441.08,338.02,Bead,21.89,6fd5f80a,1959/07
357,Reynolds and Sons Synergies,blue,72.12,15.32,Jewelry,42.31,438128f9,1967/06
358,Smith-Hernandez E-markets,silver,172.97,147.53,Toy,19.66,0df4f3d2,1951/03
359,Harris and Sons Bandwidth,aqua,164.92,96.55,Jewelry,9.51,17aa728c,1965/12
360,Potter-Moore Action-items,olive,331.27,264.09,Basket,12.13,0e21ac23,1949/06
361,"Smith, Gonzales and Johnson Communities",gray,482.93,266.27,Jewelry,60.71,5e28b844,1953/06
362,Meza Ltd Supply-chains,teal,627.94,308.11,Toy,36.67,aa014560,1987/09
363,Ferguson-Spears Vortals,lime,266.10,188.87,Paint,36.63,b8356ff3,1946/05
364,Chavez-Gentry Bandwidth,purple,472.36,246.88,Fruit,61.46,1520b658,1966/10
365,Garcia-Gutierrez Channels,purple,169.15,96.42,Jewelry,60.07,bef87bb5,1942/06
366,Pruitt-Hogan Synergies,silver,183.87,72.35,Bead,63.42,af509f0d,1959/10
367,Sanchez-Allen Models,lime,87.24,35.60,Toy,52.13,402dc56b,1970/07
368,"Moore, Scott and Moore Convergence",green,309.21,75.17,Jewelry,41.53,4b7fc854,1978/05
369,Mason-Martin Systems,yellow,440.89,174.21,Toy,19.31,a0e7fd39,2002/10
370,Bautista Ltd E-tailers,aqua,299.44,65.68,Toy,32.82,f4455802,1938/10
371,"Smith, Rice and Manning Channels",teal,484.53,367.74,Umbrella,4.61,45ef9399,1992/03
372,"Colon, Shea and Chapman Info-mediaries",black,422.53,91.66,Jewelry,25.31,6396e88b,1977/09
373,Harper LLC E-tailers,black,338.71,81.41,Jewelry,17.85,abdff2a7,1979/03
374,House-Cooper Vortals,fuchsia,450.75,343.62,Fruit,29.28,041f8d4c,1978/09
375,Robinson-Michael Experiences,gray,815.23,538.63,Jewelry,24.93,936d9859,1966/06
376,Johnson-Jones Portals,green,348.15,228.94,Paint,35.95,8e0fdd14,1963/11
377,"Mckinney, Thompson and Torres Users",green,275.49,95.38,Umbrella,32.75,3e3abc62,2004/07
378,"Garcia, Mccarthy and Allen Applications",gray,641.62,57.82,Toy,61.13,cec2d19d,1942/05
379,"Turner, English and Murray Networks",yellow,472.25,409.92,Jewelry,46.36,ad522818,1959/10
380,Sparks PLC Portals,gray,336.05,223.88,Fruit,19.34,cd06e2a0,1980/08
381,"Sanders, Jackson and Cole Vortals",white,473.98,298.52,Fruit,33.04,a27510d5,1970/12
382,"Foley, Gray and Norton Markets",teal,734.73,280.38,Jewelry,27.27,43d51298,1954/06
383,"Boyd, Conner and Williams Portals",navy,471.64,269.69,Bead,37.24,63289165,1950/03
384,Kennedy-Kelley Content,fuchsia,631.61,346.86,Toy,35.98,13045228,1942/01
385,Mendez Ltd E-services,aqua,757.09,547.76,Fruit,10.98,9c88111a,1988/05
386,Young and Sons Technologies,fuchsia,586.66,157.29,Toy,14.05,18b6a9cd,1953/09
387,"Maldonado, Cox and Blair Supply-chains",yellow,139.21,119.19,Toy,11.80,1687cc8e,2001/07
388,"Woodard, Eaton and Harris Web-readiness",gray,991.08,406.36,Toy,13.68,2628cc59,1954/06
389,"Schroeder, Buckley and Ramirez Portals",aqua,540.38,203.23,Fruit,17.72,82f34970,2004/11
390,Allen Ltd Info-mediaries,white,189.33,121.63,Toy,5.78,d1726fa4,1974/02
391,"Calderon, Cuevas and Boone Partnerships",yellow,273.46,188.79,Fruit,8.67,c4832251,1950/02
392,Brady Group Portals,blue,"1,100.67",195.39,Jewelry,24.25,ffca2e70,1970/07
393,Harrell-Hudson Schemas,aqua,458.01,204.12,Jewelry,15.52,521cc01d,1947/11
394,"Watson, Wilson and Bryan Services",yellow,156.42,79.91,Paint,39.34,647d6d93,2001/09
395,"Lynch, Hall and Clark Paradigms",silver,466.99,252.79,Toy,33.72,74b86863,1980/06
396,Cohen-Brennan Communities,purple,405.04,125.13,Jewelry,28.77,8c0fdcf3,1960/08
397,Myers Ltd Methodologies,aqua,369.29,208.60,Umbrella,10.70,7e1ebc31,2003/01
398,Lewis-Hernandez Technologies,gray,32.61,25.75,Toy,4.61,09124f31,1965/06
399,"Smith, Quinn and Nichols Web-readiness",blue,52.00,43.26,Fruit,1.23,2a024cf1,1961/06
400,"Young, Hess and Mcbride Platforms",fuchsia,480.67,236.24,Coffee Mug,14.60,41de24a5,1965/11
401,Grant LLC Relationships,lime,610.25,158.61,Basket,6.23,59a092c9,2006/04
402,"Chang, Duran and Evans Portals",navy,76.53,40.72,Fruit,24.67,3e1f6f68,1972/04
403,"Clark, Ball and Lewis Vortals",teal,75.75,29.66,Toy,63.61,e3d6b2d0,1972/04
404,"Mendez, Hopkins and Gardner Methodologies",purple,634.11,147.60,Basket,8.40,29222157,2000/04
405,Simmons-Davenport Channels,blue,333.52,230.87,Fruit,25.34,77a4bdf9,1966/08
406,Moran Group Content,navy,575.98,63.29,Toy,22.96,4590081e,1997/09
407,Rogers-Harris Functionalities,silver,383.58,124.05,Jewelry,1.07,645cf4eb,2006/10
408,"Gutierrez, Serrano and Sanchez Convergence",yellow,193.48,69.71,Jewelry,42.35,2b42ac31,2003/11
409,Gardner-Trujillo Networks,blue,523.62,293.79,Jewelry,59.39,a18ef218,1939/10
410,Ford-Gonzalez Communities,purple,279.70,160.79,Fruit,2.56,2486a935,1954/05
411,Gonzalez and Sons Methodologies,aqua,284.20,174.30,Fruit,29.72,0838bdf1,1952/11
412,Smith-Anderson Supply-chains,black,236.69,205.13,Fruit,13.96,66bd1fbd,1996/10
413,Curry-Lewis Architectures,black,501.53,212.19,Basket,59.14,d5a0382f,1998/12
414,Griffith Inc E-services,yellow,551.32,148.84,Jewelry,33.32,57fa01b0,1951/12
415,Floyd-Moran Bandwidth,gray,157.53,137.00,Jewelry,18.47,6149e6f9,1996/01
416,Robinson PLC Metrics,blue,917.15,303.18,Umbrella,50.37,6653dfc7,1977/10
417,Thompson-Nixon Markets,blue,57.32,33.69,Jewelry,56.24,d7088ec8,1973/08
418,Roberts-Simmons Synergies,silver,"1,016.41",133.36,Toy,57.54,00b5550b,1973/07
419,"Nguyen, Fisher and Holden Vortals",blue,384.38,165.85,Toy,12.09,c3ce8cdf,1983/01
420,Ryan LLC Markets,yellow,225.75,42.30,Paint,59.34,a7e24853,1942/11
421,Williams Group Metrics,olive,939.00,473.30,Basket,46.63,0d87a5f0,2007/05
422,Anderson and Sons Deliverables,olive,311.20,238.68,Fruit,52.79,4e49374c,1940/01
423,"Long, Owens and Garcia Relationships",green,496.31,103.74,Umbrella,19.50,afa04760,1999/12
424,Jones-Ware Communities,silver,675.25,434.03,Toy,49.52,19651f1d,1981/11
425,Wilson Inc E-tailers,black,510.74,212.64,Umbrella,43.26,4ab718f7,1962/07
426,Vasquez-Gonzalez Systems,purple,103.37,88.46,Toy,49.40,94a2e068,1950/09
427,"Gonzales, Wade and Fisher Action-items",navy,353.40,274.14,Fruit,48.27,fa52633a,1959/12
428,"Martin, Colon and Norton Relationships",silver,440.20,320.87,Toy,22.01,d09c06b9,1954/03
429,"Mathews, Hardy and Tyler Content",fuchsia,86.81,72.84,Jewelry,16.88,4573fdd1,2000/08
430,Cooper-Taylor Metrics,maroon,188.63,100.26,Basket,42.86,4c724e41,1995/05
431,"Harris, Armstrong and Lee Technologies",black,317.77,267.16,Jewelry,28.86,8e5afa3e,1945/08
432,Barrett-Sandoval Bandwidth,blue,591.02,131.12,Jewelry,6.14,4b86a145,1947/12
433,"Gordon, Johnson and Lane Info-mediaries",maroon,357.12,100.14,Jewelry,22.70,7c574d80,1964/02
434,Haynes Inc Info-mediaries,purple,176.86,127.76,Umbrella,57.13,0faca351,1980/08
435,Sullivan Ltd Channels,green,"1,036.98",127.96,Toy,7.96,3d0038e0,1984/04
436,Richardson Group Partnerships,maroon,215.44,83.56,Bead,13.06,4898d7f1,1980/05
437,"Townsend, Mason and Duke Supply-chains",blue,457.91,289.71,Jewelry,12.56,f1a57ad4,1998/01
438,Stuart Inc Initiatives,maroon,126.70,55.25,Toy,24.37,f8bae9bc,1989/07
439,Fry and Sons Relationships,fuchsia,696.54,411.67,Toy,29.16,709ab54c,1945/07
440,Patterson-Welch Partnerships,silver,379.60,147.32,Basket,49.50,5e07f65e,1982/10
441,"Andrews, Cook and Case Partnerships",navy,479.14,393.03,Coffee Mug,7.04,f75a7035,1971/10
442,Taylor-Bowers Interfaces,lime,399.29,192.28,Umbrella,21.90,61cf4e37,1976/04
443,"Cox, Wyatt and Simpson Initiatives",white,428.27,229.22,Basket,41.33,57b9064e,1947/04
444,Hayden-Herrera Markets,olive,957.71,427.88,Jewelry,13.54,52ac58cb,1982/10
445,"Campbell, Rodriguez and Grant Experiences",purple,737.87,450.22,Fruit,41.15,d1ef5acc,1965/12
446,Garcia-Gutierrez Channels,silver,501.58,301.52,Toy,48.17,68eed24f,2001/08
447,Richardson LLC Architectures,lime,706.19,461.53,Paint,40.14,d8c1ed8f,1973/04
448,"Alvarado, Yoder and Torres Mindshare",fuchsia,588.07,297.78,Jewelry,41.86,09701d44,1940/01
449,Smith-Rivera Niches,aqua,285.16,159.67,Toy,54.55,7ef3dd75,2006/02
450,Taylor and Sons Markets,yellow,385.09,179.15,Jewelry,33.33,a3fa3a13,2001/08
451,Jones-Harris Vortals,olive,"1,201.99",433.84,Jewelry,34.18,f3c44b5d,1947/03
452,Allen-Webster Models,blue,314.05,67.97,Coffee Mug,30.63,ef6c18f6,2007/09
453,"Rogers, Knight and Cunningham Solutions",teal,197.22,141.99,Toy,27.36,46ffc8f7,1996/09
454,Miller-Wallace Bandwidth,maroon,"1,033.84",367.64,Umbrella,51.97,39fba3ee,1995/08
455,Wallace Ltd Technologies,teal,307.94,203.70,Fruit,37.00,2691f850,1984/10
456,Gray LLC Experiences,lime,105.26,11.39,Fruit,39.23,b3874d21,1993/03
457,Johnson Group Systems,yellow,441.83,230.88,Fruit,56.81,8e8c6a76,1981/11
458,Trujillo Inc E-business,lime,427.12,330.17,Jewelry,45.31,9b7edc27,1976/06
459,Warren PLC Vortals,teal,333.10,193.00,Toy,60.67,064db522,1967/03
460,Fischer-Cooper Interfaces,fuchsia,338.35,51.28,Basket,30.80,7d8899e1,1990/04
461,Wilson-Gonzalez Partnerships,maroon,408.98,188.95,Jewelry,31.33,b1249bc7,1994/09
462,"Simon, Rogers and Hancock Info-mediaries",teal,33.37,25.58,Jewelry,44.60,e75d2e14,1984/10
463,Cook-Swanson Systems,fuchsia,866.32,519.55,Bead,13.98,e56a3ca6,1979/06
464,"Sullivan, Richardson and Walker Action-items",silver,359.68,113.02,Jewelry,22.06,7e68d4f1,1983/02
465,"Fleming, Martin and Wright Channels",purple,872.68,683.27,Fruit,59.35,4b12ad47,1989/04
466,Wilson-Curry Functionalities,lime,611.07,351.69,Toy,19.97,f4d8a3cc,1948/08
467,Mullins Inc Communities,olive,290.70,152.55,Fruit,44.37,aa611cb0,1986/04
468,Harris LLC Infrastructures,purple,403.41,101.08,Toy,23.33,db5f6804,1980/02
469,Ritter Ltd Infrastructures,fuchsia,149.87,105.37,Fruit,2.22,3d5a6171,1948/12
470,Berg and Sons Functionalities,lime,251.31,100.86,Fruit,42.57,ba0ed400,1984/11
471,Robinson-Thomas E-services,silver,806.41,701.23,Toy,54.55,c5b47a9f,1995/09
472,"Chambers, Brooks and Jones Applications",black,650.09,349.45,Umbrella,11.28,2a4c9b63,1990/03
473,"Wells, Jones and Clark Networks",white,309.90,159.13,Jewelry,26.23,838e09ea,1942/06
474,"Salinas, Cherry and Miller Interfaces",purple,826.92,518.21,Paint,42.75,e3cab755,1947/07
475,Brown-Yang Schemas,olive,200.09,85.39,Fruit,22.41,a226ed67,1942/05
476,Kemp-Gutierrez Action-items,maroon,223.80,114.70,Umbrella,13.47,ee47de38,2003/04
477,Miller Group Models,green,750.92,529.42,Jewelry,25.85,2bb5c4b7,1964/01
478,Clark Ltd Services,yellow,696.23,465.61,Umbrella,13.01,af4e0824,1963/01
479,"Jennings, Phillips and Black Partnerships",olive,497.57,97.43,Toy,36.48,7086c671,1947/06
480,"Wheeler, Martinez and Phillips Bandwidth",gray,822.32,607.92,Fruit,37.79,f0a1d195,1952/10
481,Griffin Group Platforms,gray,935.60,361.24,Fruit,40.26,03978d13,1946/08
482,"Huber, Glass and Gray Architectures",olive,386.75,164.10,Fruit,60.79,96698a75,1942/08
483,Jordan-Sullivan Convergence,blue,652.13,442.98,Coffee Mug,42.18,0743f512,1958/10
484,"Bailey, Porter and Cole Initiatives",maroon,81.82,49.67,Toy,8.41,c78ce90b,2002/09
485,Garcia-Anderson Deliverables,olive,362.48,235.36,Fruit,34.10,aa14f5c2,1981/03
486,"Cisneros, Wilson and Brown Bandwidth",blue,225.79,65.10,Jewelry,43.44,4eb45a55,1950/11
487,"Smith, Gonzales and Johnson Communities",aqua,181.88,121.87,Fruit,23.93,0,1979/04
488,Warner-Green Schemas,gray,552.91,320.02,Coffee Mug,32.11,5e447cf6,1950/05
489,"Baker, Valenzuela and Miranda Infrastructures",yellow,583.92,262.25,Fruit,32.48,9f15f3f2,1995/08
490,Hill PLC Relationships,black,103.12,79.11,Basket,35.69,b5889080,1998/01
491,"Huang, Martinez and Martinez Platforms",blue,467.27,276.10,Umbrella,59.58,1279129a,2000/08
492,Ortiz-Johnson Interfaces,teal,622.09,352.45,Toy,36.42,71b075ec,1968/09
493,"Sanders, Villarreal and Rodriguez Users",olive,386.55,201.50,Fruit,18.52,9fe17633,1996/08
494,Cohen-Brennan Communities,green,90.25,9.54,Jewelry,60.48,886b3ade,2003/09
495,Sanders-Zamora Synergies,purple,394.24,166.73,Toy,14.45,23348215,2000/05
496,"Lee, Harrell and Oliver Schemas",aqua,666.78,460.68,Jewelry,35.85,c2ef10b3,1942/11
497,Perez PLC Info-mediaries,blue,424.15,297.18,Paint,24.22,9f706e68,1968/01
498,Armstrong-Lopez Roi,purple,757.16,487.98,Toy,14.92,b5a0ba1e,1998/02
499,Murphy-Jones Users,maroon,491.92,349.20,Bead,13.71,950940d8,1971/07
500,"Cherry, Norman and Turner Platforms",lime,746.24,491.37,Jewelry,33.82,4854ffca,1994/10
